"id_candidato";"theta_gerado";"theta_estimado";"se_theta";"acertos";"percentual";"nota_enamed";"classificacao"
31786;0,2119;0,1864;0,2108;63;63;51,9;"REPROVADO"
31787;-0,7323;-0,9652;0,2096;36;36;40,3;"REPROVADO"
31788;0,017;-0,0746;0,2067;57;57;49,3;"REPROVADO"
31789;1,4247;1,406;0,2614;86;86;64,1;"LIMITE"
31790;-0,1991;-0,1597;0,2058;55;55;48,4;"REPROVADO"
31791;-0,274;-0,2442;0,2052;53;53;47,6;"REPROVADO"
31792;-1,7565;-1,5783;0,2274;23;23;34,2;"REPROVADO"
31793;0,039;-0,0746;0,2067;57;57;49,3;"REPROVADO"
31794;0,0316;-0,0746;0,2067;57;57;49,3;"REPROVADO"
31795;-1,0606;-0,878;0,2081;38;38;41,2;"REPROVADO"
31796;0,1654;0,3215;0,2138;66;66;53,2;"REPROVADO"
31797;1,454;1,0308;0,2401;80;80;60,3;"LIMITE"
31798;0,8759;0,9182;0,2347;78;78;59,2;"REPROVADO"
31799;-0,0173;0,0982;0,2092;61;61;51;"REPROVADO"
31800;-0,8906;-0,9652;0,2096;36;36;40,3;"REPROVADO"
31801;0,8685;1,2737;0,2533;84;84;62,7;"LIMITE"
31802;1,2131;0,9739;0,2373;79;79;59,7;"REPROVADO"
31803;0,9719;0,9182;0,2347;78;78;59,2;"REPROVADO"
31804;-0,1371;-0,0318;0,2072;58;58;49,7;"REPROVADO"
31805;-0,6364;-0,6642;0,2056;43;43;43,4;"REPROVADO"
31806;0,0143;0,0546;0,2085;60;60;50,5;"REPROVADO"
31807;-0,1721;-0,4121;0,2047;49;49;45,9;"REPROVADO"
31808;1,0792;0,8103;0,23;76;76;58,1;"REPROVADO"
31809;-0,0245;0,1421;0,21;62;62;51,4;"REPROVADO"
31810;-0,5126;-0,7491;0,2064;41;41;42,5;"REPROVADO"
31811;0,543;0,414;0,2163;68;68;54,1;"REPROVADO"
31812;-0,2642;-0,1172;0,2062;56;56;48,8;"REPROVADO"
31813;0,257;0,414;0,2163;68;68;54,1;"REPROVADO"
31814;0,1921;-0,1172;0,2062;56;56;48,8;"REPROVADO"
31815;-0,7161;-0,8348;0,2075;39;39;41,7;"REPROVADO"
31816;-0,6207;-0,7919;0,2069;40;40;42,1;"REPROVADO"
31817;0,0689;-0,3282;0,2049;51;51;46,7;"REPROVADO"
31818;-0,7721;-0,622;0,2053;44;44;43,8;"REPROVADO"
31819;-1,1415;-0,9214;0,2088;37;37;40,8;"REPROVADO"
31820;-0,4092;-0,4959;0,2048;47;47;45;"REPROVADO"
31821;0,7851;0,6558;0,224;73;73;56,6;"REPROVADO"
31822;1,0406;0,8637;0,2323;77;77;58,6;"REPROVADO"
31823;-0,1502;0,0546;0,2085;60;60;50,5;"REPROVADO"
31824;1,0344;0,8637;0,2323;77;77;58,6;"REPROVADO"
31825;0,679;0,7064;0,2259;74;74;57,1;"REPROVADO"
31826;-0,5934;-0,7919;0,2069;40;40;42,1;"REPROVADO"
31827;0,0334;0,0982;0,2092;61;61;51;"REPROVADO"
31828;0,635;0,414;0,2163;68;68;54,1;"REPROVADO"
31829;0,5717;0,557;0,2206;71;71;55,6;"REPROVADO"
31830;-1,3138;-0,9652;0,2096;36;36;40,3;"REPROVADO"
31831;-1,5316;-1,4767;0,2235;25;25;35,2;"REPROVADO"
31832;0,5421;0,6061;0,2222;72;72;56,1;"REPROVADO"
31833;-0,6651;-0,4959;0,2048;47;47;45;"REPROVADO"
31834;0,2214;0,2761;0,2128;65;65;52,8;"REPROVADO"
31835;-0,5997;-0,6642;0,2056;43;43;43,4;"REPROVADO"
31836;1,3022;0,9739;0,2373;79;79;59,7;"REPROVADO"
31837;0,4452;0,3215;0,2138;66;66;53,2;"REPROVADO"
31838;-0,1877;0,1421;0,21;62;62;51,4;"REPROVADO"
31839;-0,0786;0,0546;0,2085;60;60;50,5;"REPROVADO"
31840;0,7457;1,0892;0,243;81;81;60,9;"LIMITE"
31841;-0,4927;-0,622;0,2053;44;44;43,8;"REPROVADO"
31842;0,0603;0,0546;0,2085;60;60;50,5;"REPROVADO"
31843;0,8325;0,6558;0,224;73;73;56,6;"REPROVADO"
31844;-0,0167;0,0982;0,2092;61;61;51;"REPROVADO"
31845;1,4657;1,6224;0,2762;89;89;66,2;"LIMITE"
31846;0,8344;0,7579;0,2279;75;75;57,6;"REPROVADO"
31847;0,0433;0,414;0,2163;68;68;54,1;"REPROVADO"
31848;1,1435;1,406;0,2614;86;86;64,1;"LIMITE"
31849;-0,1707;-0,2442;0,2052;53;53;47,6;"REPROVADO"
31850;-0,0492;-0,2862;0,205;52;52;47,1;"REPROVADO"
31851;0,4622;0,1421;0,21;62;62;51,4;"REPROVADO"
31852;0,5169;0,4611;0,2176;69;69;54,6;"REPROVADO"
31853;0,0116;-0,2442;0,2052;53;53;47,6;"REPROVADO"
31854;0,9816;1,0892;0,243;81;81;60,9;"LIMITE"
31855;-0,6309;-0,5799;0,2051;45;45;44,2;"REPROVADO"
31856;0,3967;0,4611;0,2176;69;69;54,6;"REPROVADO"
31857;-1,2334;-1,5783;0,2274;23;23;34,2;"REPROVADO"
31858;0,5495;0,6558;0,224;73;73;56,6;"REPROVADO"
31859;0,1454;0,0546;0,2085;60;60;50,5;"REPROVADO"
31860;-1,7735;-1,7381;0,2344;20;20;32,6;"REPROVADO"
31861;0,1645;-0,2442;0,2052;53;53;47,6;"REPROVADO"
31862;-0,0386;-0,2862;0,205;52;52;47,1;"REPROVADO"
31863;-0,7591;-0,9652;0,2096;36;36;40,3;"REPROVADO"
31864;-0,4667;-0,2862;0,205;52;52;47,1;"REPROVADO"
31865;0,5391;0,4611;0,2176;69;69;54,6;"REPROVADO"
31866;0,3888;0,2761;0,2128;65;65;52,8;"REPROVADO"
31867;-0,2085;-0,4959;0,2048;47;47;45;"REPROVADO"
31868;0,4498;0,414;0,2163;68;68;54,1;"REPROVADO"
31869;0,0546;0,0546;0,2085;60;60;50,5;"REPROVADO"
31870;0,3024;0,4611;0,2176;69;69;54,6;"REPROVADO"
31871;0,0016;0,1421;0,21;62;62;51,4;"REPROVADO"
31872;0,3255;0,9182;0,2347;78;78;59,2;"REPROVADO"
31873;0,0165;-0,0746;0,2067;57;57;49,3;"REPROVADO"
31874;0,8288;0,8637;0,2323;77;77;58,6;"REPROVADO"
31875;-0,4356;-0,202;0,2055;54;54;48;"REPROVADO"
31876;0,4035;0,2761;0,2128;65;65;52,8;"REPROVADO"
31877;-1,6612;-1,5271;0,2254;24;24;34,7;"REPROVADO"
31878;0,201;0,4611;0,2176;69;69;54,6;"REPROVADO"
31879;0,3383;0,1864;0,2108;63;63;51,9;"REPROVADO"
31880;0,5298;0,414;0,2163;68;68;54,1;"REPROVADO"
31881;-1,0459;-1,2828;0,2171;29;29;37,2;"REPROVADO"
31882;-0,127;0,1421;0,21;62;62;51,4;"REPROVADO"
31883;1,2217;1,0308;0,2401;80;80;60,3;"LIMITE"
31884;0,4025;0,3215;0,2138;66;66;53,2;"REPROVADO"
31885;-0,842;-0,6642;0,2056;43;43;43,4;"REPROVADO"
31886;0,4573;0,414;0,2163;68;68;54,1;"REPROVADO"
31887;-1,4334;-1,1897;0,2145;31;31;38,1;"REPROVADO"
31888;-0,186;-0,0318;0,2072;58;58;49,7;"REPROVADO"
31889;0,185;0,0113;0,2078;59;59;50,1;"REPROVADO"
31890;-0,336;-0,202;0,2055;54;54;48;"REPROVADO"
31891;-1,2554;-1,0986;0,2123;33;33;39;"REPROVADO"
31892;-0,2553;-0,7491;0,2064;41;41;42,5;"REPROVADO"
31893;0,0187;-0,0318;0,2072;58;58;49,7;"REPROVADO"
31894;0,0159;0,0982;0,2092;61;61;51;"REPROVADO"
31895;0,4319;-0,0318;0,2072;58;58;49,7;"REPROVADO"
31896;-0,5364;-0,4959;0,2048;47;47;45;"REPROVADO"
31897;-0,5958;-0,4121;0,2047;49;49;45,9;"REPROVADO"
31898;0,3515;0,557;0,2206;71;71;55,6;"REPROVADO"
31899;0,6743;0,9182;0,2347;78;78;59,2;"REPROVADO"
31900;0,8832;1,2105;0,2496;83;83;62,1;"LIMITE"
31901;-0,0921;0,1421;0,21;62;62;51,4;"REPROVADO"
31902;-1,231;-1,2828;0,2171;29;29;37,2;"REPROVADO"
31903;0,3859;0,4611;0,2176;69;69;54,6;"REPROVADO"
31904;-0,0826;-0,454;0,2047;48;48;45,5;"REPROVADO"
31905;-0,7859;-0,3702;0,2047;50;50;46,3;"REPROVADO"
31906;-1,7806;-1,9087;0,2429;17;17;30,9;"REPROVADO"
31907;0,1313;0,1421;0,21;62;62;51,4;"REPROVADO"
31908;1,3267;1,2737;0,2533;84;84;62,7;"LIMITE"
31909;0,5574;0,7064;0,2259;74;74;57,1;"REPROVADO"
31910;-0,0856;-0,1172;0,2062;56;56;48,8;"REPROVADO"
31911;0,2743;0,0113;0,2078;59;59;50,1;"REPROVADO"
31912;0,2424;0,0546;0,2085;60;60;50,5;"REPROVADO"
31913;0,4801;0,414;0,2163;68;68;54,1;"REPROVADO"
31914;-0,9282;-1,4767;0,2235;25;25;35,2;"REPROVADO"
31915;-0,1214;0,0982;0,2092;61;61;51;"REPROVADO"
31916;0,426;0,2761;0,2128;65;65;52,8;"REPROVADO"
31917;0,6243;0,6061;0,2222;72;72;56,1;"REPROVADO"
31918;1,0933;0,8103;0,23;76;76;58,1;"REPROVADO"
31919;-0,6346;-0,622;0,2053;44;44;43,8;"REPROVADO"
31920;-1,3347;-1,1897;0,2145;31;31;38,1;"REPROVADO"
31921;-0,3331;-0,202;0,2055;54;54;48;"REPROVADO"
31922;-0,5606;-0,4121;0,2047;49;49;45,9;"REPROVADO"
31923;0,854;1,3388;0,2572;85;85;63,4;"LIMITE"
31924;-0,3773;-0,2442;0,2052;53;53;47,6;"REPROVADO"
31925;-0,7124;-0,6642;0,2056;43;43;43,4;"REPROVADO"
31926;0,1972;0,2761;0,2128;65;65;52,8;"REPROVADO"
31927;0,0456;-0,202;0,2055;54;54;48;"REPROVADO"
31928;-0,1898;-0,4959;0,2048;47;47;45;"REPROVADO"
31929;0,4449;0,5087;0,219;70;70;55,1;"REPROVADO"
31930;0,7986;0,6558;0,224;73;73;56,6;"REPROVADO"
31931;-0,6281;-0,9652;0,2096;36;36;40,3;"REPROVADO"
31932;-0,4189;-0,3702;0,2047;50;50;46,3;"REPROVADO"
31933;0,7183;0,4611;0,2176;69;69;54,6;"REPROVADO"
31934;0,2668;0,557;0,2206;71;71;55,6;"REPROVADO"
31935;-0,0895;-0,202;0,2055;54;54;48;"REPROVADO"
31936;-0,0473;0,1864;0,2108;63;63;51,9;"REPROVADO"
31937;0,7488;0,7064;0,2259;74;74;57,1;"REPROVADO"
31938;-0,1462;-0,0746;0,2067;57;57;49,3;"REPROVADO"
31939;0,4366;0,6558;0,224;73;73;56,6;"REPROVADO"
31940;-0,6638;-0,4121;0,2047;49;49;45,9;"REPROVADO"
31941;-0,3256;-0,202;0,2055;54;54;48;"REPROVADO"
31942;-0,8769;-0,8348;0,2075;39;39;41,7;"REPROVADO"
31943;-0,8432;-1,5271;0,2254;24;24;34,7;"REPROVADO"
31944;-0,3408;-0,0746;0,2067;57;57;49,3;"REPROVADO"
31945;-1,1208;-0,9214;0,2088;37;37;40,8;"REPROVADO"
31946;-0,2303;-0,1597;0,2058;55;55;48,4;"REPROVADO"
31947;-0,6471;-0,3702;0,2047;50;50;46,3;"REPROVADO"
31948;0,1882;0,0546;0,2085;60;60;50,5;"REPROVADO"
31949;-0,2134;-0,0318;0,2072;58;58;49,7;"REPROVADO"
31950;-0,2229;-0,3282;0,2049;51;51;46,7;"REPROVADO"
31951;0,4476;0,2761;0,2128;65;65;52,8;"REPROVADO"
31952;-0,3358;-0,4959;0,2048;47;47;45;"REPROVADO"
31953;0,0466;0,1421;0,21;62;62;51,4;"REPROVADO"
31954;0,1839;0,2761;0,2128;65;65;52,8;"REPROVADO"
31955;1,147;0,8637;0,2323;77;77;58,6;"REPROVADO"
31956;-0,8647;-0,7919;0,2069;40;40;42,1;"REPROVADO"
31957;-0,0346;-0,202;0,2055;54;54;48;"REPROVADO"
31958;-0,4676;-0,622;0,2053;44;44;43,8;"REPROVADO"
31959;-0,2682;-0,2862;0,205;52;52;47,1;"REPROVADO"
31960;1,2902;1,0892;0,243;81;81;60,9;"LIMITE"
31961;0,3547;0,3675;0,215;67;67;53,7;"REPROVADO"
31962;-1,4217;-1,1897;0,2145;31;31;38,1;"REPROVADO"
31963;-0,4954;-0,3282;0,2049;51;51;46,7;"REPROVADO"
31964;-0,815;-0,9214;0,2088;37;37;40,8;"REPROVADO"
31965;-2,0139;-1,6838;0,2319;21;21;33,2;"REPROVADO"
31966;0,9074;0,7064;0,2259;74;74;57,1;"REPROVADO"
31967;-1,4014;-1,3302;0,2186;28;28;36,7;"REPROVADO"
31968;0,4217;0,5087;0,219;70;70;55,1;"REPROVADO"
31969;-0,5639;-0,7066;0,206;42;42;42,9;"REPROVADO"
31970;1,3181;1,2737;0,2533;84;84;62,7;"LIMITE"
31971;-0,0878;-0,1172;0,2062;56;56;48,8;"REPROVADO"
31972;1,2233;0,8637;0,2323;77;77;58,6;"REPROVADO"
31973;0,4196;0,1421;0,21;62;62;51,4;"REPROVADO"
31974;-0,2813;-0,1597;0,2058;55;55;48,4;"REPROVADO"
31975;0,407;0,6061;0,2222;72;72;56,1;"REPROVADO"
31976;0,5631;0,1864;0,2108;63;63;51,9;"REPROVADO"
31977;0,4559;0,3675;0,215;67;67;53,7;"REPROVADO"
31978;-0,5829;-0,2862;0,205;52;52;47,1;"REPROVADO"
31979;0,6439;0,6061;0,2222;72;72;56,1;"REPROVADO"
31980;1,0767;0,7579;0,2279;75;75;57,6;"REPROVADO"
31981;-1,2;-0,7491;0,2064;41;41;42,5;"REPROVADO"
31982;-0,6763;-0,2862;0,205;52;52;47,1;"REPROVADO"
31983;0,6069;0,5087;0,219;70;70;55,1;"REPROVADO"
31984;1,2874;0,7579;0,2279;75;75;57,6;"REPROVADO"
31985;-0,4187;-0,4121;0,2047;49;49;45,9;"REPROVADO"
31986;0,854;0,414;0,2163;68;68;54,1;"REPROVADO"
31987;0,0448;0,0113;0,2078;59;59;50,1;"REPROVADO"
31988;0,5609;0,6558;0,224;73;73;56,6;"REPROVADO"
31989;0,4231;0,231;0,2117;64;64;52,3;"REPROVADO"
31990;0,3621;-0,0746;0,2067;57;57;49,3;"REPROVADO"
31991;0,1067;-0,202;0,2055;54;54;48;"REPROVADO"
31992;0,2691;0,1864;0,2108;63;63;51,9;"REPROVADO"
31993;0,8616;1,0308;0,2401;80;80;60,3;"LIMITE"
31994;-0,5033;-0,5379;0,2049;46;46;44,6;"REPROVADO"
31995;-1,5353;-1,4271;0,2217;26;26;35,7;"REPROVADO"
31996;-0,595;-0,4959;0,2048;47;47;45;"REPROVADO"
31997;0,634;0,5087;0,219;70;70;55,1;"REPROVADO"
31998;0,1995;-0,0746;0,2067;57;57;49,3;"REPROVADO"
31999;-1,3259;-0,9652;0,2096;36;36;40,3;"REPROVADO"
32000;-0,5289;-0,7491;0,2064;41;41;42,5;"REPROVADO"
32001;0,2163;0,0982;0,2092;61;61;51;"REPROVADO"
32002;-0,1543;-0,0318;0,2072;58;58;49,7;"REPROVADO"
32003;-0,0403;0,0982;0,2092;61;61;51;"REPROVADO"
32004;-0,3221;-0,3282;0,2049;51;51;46,7;"REPROVADO"
32005;-0,0206;-0,1597;0,2058;55;55;48,4;"REPROVADO"
32006;0,6048;0,8103;0,23;76;76;58,1;"REPROVADO"
32007;0,0014;-0,0318;0,2072;58;58;49,7;"REPROVADO"
32008;0,1264;-0,0318;0,2072;58;58;49,7;"REPROVADO"
32009;0,2951;-0,202;0,2055;54;54;48;"REPROVADO"
32010;-0,6485;-0,2442;0,2052;53;53;47,6;"REPROVADO"
32011;-0,1571;-0,1172;0,2062;56;56;48,8;"REPROVADO"
32012;-0,6673;-0,454;0,2047;48;48;45,5;"REPROVADO"
32013;-0,0694;-0,1597;0,2058;55;55;48,4;"REPROVADO"
32014;-0,282;-0,3282;0,2049;51;51;46,7;"REPROVADO"
32015;0,3315;0,6558;0,224;73;73;56,6;"REPROVADO"
32016;-0,8999;-0,7919;0,2069;40;40;42,1;"REPROVADO"
32017;-0,7212;-0,6642;0,2056;43;43;43,4;"REPROVADO"
32018;-0,9579;-0,9652;0,2096;36;36;40,3;"REPROVADO"
32019;-0,4852;-0,7066;0,206;42;42;42,9;"REPROVADO"
32020;-0,2459;-0,0746;0,2067;57;57;49,3;"REPROVADO"
32021;-0,7967;-0,622;0,2053;44;44;43,8;"REPROVADO"
32022;-0,3391;-0,622;0,2053;44;44;43,8;"REPROVADO"
32023;0,5474;0,414;0,2163;68;68;54,1;"REPROVADO"
32024;-1,2471;-0,878;0,2081;38;38;41,2;"REPROVADO"
32025;-0,2723;-0,3702;0,2047;50;50;46,3;"REPROVADO"
32026;0,2389;0,4611;0,2176;69;69;54,6;"REPROVADO"
32027;-0,2493;-0,4959;0,2048;47;47;45;"REPROVADO"
32028;-0,2388;-0,3702;0,2047;50;50;46,3;"REPROVADO"
32029;1,0955;0,6558;0,224;73;73;56,6;"REPROVADO"
32030;-0,1749;-0,0746;0,2067;57;57;49,3;"REPROVADO"
32031;-0,8075;-1,1897;0,2145;31;31;38,1;"REPROVADO"
32032;-0,888;-0,7066;0,206;42;42;42,9;"REPROVADO"
32033;-1,2609;-1,3783;0,2201;27;27;36,2;"REPROVADO"
32034;-0,0284;0,414;0,2163;68;68;54,1;"REPROVADO"
32035;-0,0319;0,1421;0,21;62;62;51,4;"REPROVADO"
32036;-0,302;-0,4121;0,2047;49;49;45,9;"REPROVADO"
32037;0,5748;1,0308;0,2401;80;80;60,3;"LIMITE"
32038;0,5454;0,4611;0,2176;69;69;54,6;"REPROVADO"
32039;0,3704;0,231;0,2117;64;64;52,3;"REPROVADO"
32040;-1,5423;-1,4767;0,2235;25;25;35,2;"REPROVADO"
32041;0,4985;0,2761;0,2128;65;65;52,8;"REPROVADO"
32042;0,6902;0,8637;0,2323;77;77;58,6;"REPROVADO"
32043;0,1504;-0,1172;0,2062;56;56;48,8;"REPROVADO"
32044;-0,5459;-0,1172;0,2062;56;56;48,8;"REPROVADO"
32045;0,03;-0,0746;0,2067;57;57;49,3;"REPROVADO"
32046;-1,295;-1,3302;0,2186;28;28;36,7;"REPROVADO"
32047;-0,0429;-0,0746;0,2067;57;57;49,3;"REPROVADO"
32048;0,8527;0,6061;0,2222;72;72;56,1;"REPROVADO"
32049;-0,0177;0,0546;0,2085;60;60;50,5;"REPROVADO"
32050;-0,5431;-0,7491;0,2064;41;41;42,5;"REPROVADO"
32051;0,6165;0,6061;0,2222;72;72;56,1;"REPROVADO"
32052;0,0878;0,231;0,2117;64;64;52,3;"REPROVADO"
32053;0,5598;0,6558;0,224;73;73;56,6;"REPROVADO"
32054;-0,7231;-0,7491;0,2064;41;41;42,5;"REPROVADO"
32055;-0,8093;-0,8348;0,2075;39;39;41,7;"REPROVADO"
32056;-0,4919;-0,4959;0,2048;47;47;45;"REPROVADO"
32057;-0,2353;-0,2862;0,205;52;52;47,1;"REPROVADO"
32058;-0,8071;-0,7919;0,2069;40;40;42,1;"REPROVADO"
32059;-1,2864;-1,0537;0,2113;34;34;39,5;"REPROVADO"
32060;-0,8748;-0,4959;0,2048;47;47;45;"REPROVADO"
32061;0,2342;0,231;0,2117;64;64;52,3;"REPROVADO"
32062;-0,8516;-0,622;0,2053;44;44;43,8;"REPROVADO"
32063;-1,077;-0,8348;0,2075;39;39;41,7;"REPROVADO"
32064;0,2392;-0,2862;0,205;52;52;47,1;"REPROVADO"
32065;0,3406;0,231;0,2117;64;64;52,3;"REPROVADO"
32066;-0,5382;-0,3282;0,2049;51;51;46,7;"REPROVADO"
32067;-0,9661;-0,7491;0,2064;41;41;42,5;"REPROVADO"
32068;0,2593;0,0982;0,2092;61;61;51;"REPROVADO"
32069;-0,8603;-0,622;0,2053;44;44;43,8;"REPROVADO"
32070;0,6707;0,7579;0,2279;75;75;57,6;"REPROVADO"
32071;0,245;-0,0318;0,2072;58;58;49,7;"REPROVADO"
32072;0,6608;0,3675;0,215;67;67;53,7;"REPROVADO"
32073;-0,034;0,0546;0,2085;60;60;50,5;"REPROVADO"
32074;-0,8529;-1,0093;0,2104;35;35;39,9;"REPROVADO"
32075;0,538;0,4611;0,2176;69;69;54,6;"REPROVADO"
32076;-0,4583;-0,202;0,2055;54;54;48;"REPROVADO"
32077;0,7393;0,2761;0,2128;65;65;52,8;"REPROVADO"
32078;0,4045;0,6558;0,224;73;73;56,6;"REPROVADO"
32079;0,3489;0,0546;0,2085;60;60;50,5;"REPROVADO"
32080;0,361;0,1864;0,2108;63;63;51,9;"REPROVADO"
32081;0,2432;0,3215;0,2138;66;66;53,2;"REPROVADO"
32082;-0,2454;0,0113;0,2078;59;59;50,1;"REPROVADO"
32083;1,0557;1,6224;0,2762;89;89;66,2;"LIMITE"
32084;-0,0589;-0,0746;0,2067;57;57;49,3;"REPROVADO"
32085;-0,5931;-0,7491;0,2064;41;41;42,5;"REPROVADO"
32086;0,4764;0,4611;0,2176;69;69;54,6;"REPROVADO"
32087;-0,5153;-0,202;0,2055;54;54;48;"REPROVADO"
32088;-0,4424;-0,202;0,2055;54;54;48;"REPROVADO"
32089;0,6179;0,9182;0,2347;78;78;59,2;"REPROVADO"
32090;0,0554;-0,0746;0,2067;57;57;49,3;"REPROVADO"
32091;-1,2956;-1,0093;0,2104;35;35;39,9;"REPROVADO"
32092;0,301;0,0982;0,2092;61;61;51;"REPROVADO"
32093;-0,1157;-0,1172;0,2062;56;56;48,8;"REPROVADO"
32094;0,3778;0,6061;0,2222;72;72;56,1;"REPROVADO"
32095;-0,4664;-0,2862;0,205;52;52;47,1;"REPROVADO"
32096;0,3775;0,3675;0,215;67;67;53,7;"REPROVADO"
32097;0,7731;1,0892;0,243;81;81;60,9;"LIMITE"
32098;1,1136;0,9182;0,2347;78;78;59,2;"REPROVADO"
32099;-1,0283;-1,1439;0,2134;32;32;38,6;"REPROVADO"
32100;1,1069;0,9739;0,2373;79;79;59,7;"REPROVADO"
32101;1,0604;0,9739;0,2373;79;79;59,7;"REPROVADO"
32102;-0,1181;-0,0318;0,2072;58;58;49,7;"REPROVADO"
32103;-0,6436;-0,5379;0,2049;46;46;44,6;"REPROVADO"
32104;-0,0077;-0,1597;0,2058;55;55;48,4;"REPROVADO"
32105;0,2557;0,7064;0,2259;74;74;57,1;"REPROVADO"
32106;-0,4263;-0,0746;0,2067;57;57;49,3;"REPROVADO"
32107;-0,2697;-0,5379;0,2049;46;46;44,6;"REPROVADO"
32108;-1,8975;-2,2956;0,2665;11;11;27;"REPROVADO"
32109;-0,6972;-0,1597;0,2058;55;55;48,4;"REPROVADO"
32110;1,2943;1,2737;0,2533;84;84;62,7;"LIMITE"
32111;-1,0127;-1,236;0,2158;30;30;37,6;"REPROVADO"
32112;-1,6508;-1,4767;0,2235;25;25;35,2;"REPROVADO"
32113;-0,0176;-0,2442;0,2052;53;53;47,6;"REPROVADO"
32114;-0,1684;-0,2862;0,205;52;52;47,1;"REPROVADO"
32115;-0,986;-1,1439;0,2134;32;32;38,6;"REPROVADO"
32116;0,7765;0,3675;0,215;67;67;53,7;"REPROVADO"
32117;0,5386;0,4611;0,2176;69;69;54,6;"REPROVADO"
32118;-0,2995;-0,622;0,2053;44;44;43,8;"REPROVADO"
32119;-1,3641;-1,1439;0,2134;32;32;38,6;"REPROVADO"
32120;-0,3843;-0,2442;0,2052;53;53;47,6;"REPROVADO"
32121;-0,4144;-0,5799;0,2051;45;45;44,2;"REPROVADO"
32122;-0,8801;-0,8348;0,2075;39;39;41,7;"REPROVADO"
32123;-0,5755;-0,622;0,2053;44;44;43,8;"REPROVADO"
32124;-0,0136;-0,2862;0,205;52;52;47,1;"REPROVADO"
32125;0,4576;0,5087;0,219;70;70;55,1;"REPROVADO"
32126;0,0837;0,2761;0,2128;65;65;52,8;"REPROVADO"
32127;0,9943;0,8103;0,23;76;76;58,1;"REPROVADO"
32128;-0,4368;-0,2862;0,205;52;52;47,1;"REPROVADO"
32129;0,0719;0,0546;0,2085;60;60;50,5;"REPROVADO"
32130;-0,5273;-0,5379;0,2049;46;46;44,6;"REPROVADO"
32131;-0,9088;-0,7491;0,2064;41;41;42,5;"REPROVADO"
32132;0,2119;0,0982;0,2092;61;61;51;"REPROVADO"
32133;0,3319;0,3675;0,215;67;67;53,7;"REPROVADO"
32134;0,5714;0,1421;0,21;62;62;51,4;"REPROVADO"
32135;-0,3521;-0,5379;0,2049;46;46;44,6;"REPROVADO"
32136;0,0406;-0,0318;0,2072;58;58;49,7;"REPROVADO"
32137;0,3655;0,1421;0,21;62;62;51,4;"REPROVADO"
32138;-0,1237;0,0546;0,2085;60;60;50,5;"REPROVADO"
32139;0,3029;0,0982;0,2092;61;61;51;"REPROVADO"
32140;0,8948;0,6558;0,224;73;73;56,6;"REPROVADO"
32141;0,3368;0,557;0,2206;71;71;55,6;"REPROVADO"
32142;-0,7118;-0,7491;0,2064;41;41;42,5;"REPROVADO"
32143;-0,8615;-0,878;0,2081;38;38;41,2;"REPROVADO"
32144;0,7043;0,7579;0,2279;75;75;57,6;"REPROVADO"
32145;-0,0165;-0,3282;0,2049;51;51;46,7;"REPROVADO"
32146;0,1496;-0,0746;0,2067;57;57;49,3;"REPROVADO"
32147;-0,3548;-0,4121;0,2047;49;49;45,9;"REPROVADO"
32148;0,2061;0,7579;0,2279;75;75;57,6;"REPROVADO"
32149;1,4051;1,2105;0,2496;83;83;62,1;"LIMITE"
32150;0,7503;0,6061;0,2222;72;72;56,1;"REPROVADO"
32151;-0,7113;-0,6642;0,2056;43;43;43,4;"REPROVADO"
32152;1,4813;1,406;0,2614;86;86;64,1;"LIMITE"
32153;0,0979;0,414;0,2163;68;68;54,1;"REPROVADO"
32154;-0,4541;0,0546;0,2085;60;60;50,5;"REPROVADO"
32155;-0,7197;-0,454;0,2047;48;48;45,5;"REPROVADO"
32156;-0,6455;-0,7066;0,206;42;42;42,9;"REPROVADO"
32157;-0,4494;-0,2862;0,205;52;52;47,1;"REPROVADO"
32158;-0,4861;-0,4121;0,2047;49;49;45,9;"REPROVADO"
32159;-1,5207;-1,2828;0,2171;29;29;37,2;"REPROVADO"
32160;0,6272;0,6558;0,224;73;73;56,6;"REPROVADO"
32161;-0,9295;-0,7919;0,2069;40;40;42,1;"REPROVADO"
32162;0,2266;0,1421;0,21;62;62;51,4;"REPROVADO"
32163;-0,4857;-0,6642;0,2056;43;43;43,4;"REPROVADO"
32164;0,4031;0,0546;0,2085;60;60;50,5;"REPROVADO"
32165;0,0025;0,0546;0,2085;60;60;50,5;"REPROVADO"
32166;-0,3496;-0,1597;0,2058;55;55;48,4;"REPROVADO"
32167;-0,623;-0,6642;0,2056;43;43;43,4;"REPROVADO"
32168;-0,8398;-1,0093;0,2104;35;35;39,9;"REPROVADO"
32169;1,1295;1,2105;0,2496;83;83;62,1;"LIMITE"
32170;1,0285;0,7579;0,2279;75;75;57,6;"REPROVADO"
32171;1,2343;0,6558;0,224;73;73;56,6;"REPROVADO"
32172;-0,8279;-0,9652;0,2096;36;36;40,3;"REPROVADO"
32173;-0,3751;-0,622;0,2053;44;44;43,8;"REPROVADO"
32174;-0,9096;-0,7491;0,2064;41;41;42,5;"REPROVADO"
32175;1,0679;1,2105;0,2496;83;83;62,1;"LIMITE"
32176;-0,5874;-0,4121;0,2047;49;49;45,9;"REPROVADO"
32177;0,1631;0,231;0,2117;64;64;52,3;"REPROVADO"
32178;0,1515;0,414;0,2163;68;68;54,1;"REPROVADO"
